"102","19","Weiblich","11860","2,4,3,2","ARQ4","78"
"102","19","Weiblich","10934","0,1,3,2","ARQ5","79"
"102","19","Weiblich","5230","4,1","ARQ6","80"
"102","19","Weiblich","25582","3","PDS1","81"
"102","19","Weiblich","7663","3","PDS2","82"
"102","19","Weiblich","6391","0","PDS3","83"
"102","19","Weiblich","21512",NULL,NULL,"84"
"102","19","Weiblich","15426","2,0,0,0","ARQ1_HowOften","85"
"102","19","Weiblich","11038","0,3,0,0","ARQ2_HowOften","86"
"102","19","Weiblich","11430","2,2,4,1","ARQ3_HowOften","87"
"102","19","Weiblich","10990","0,0,0,3","ARQ4_HowOften","88"
"102","19","Weiblich","7479","4,0,0,0","ARQ5_HowOften","89"
"102","19","Weiblich","6460","1,0","ARQ6_HowOften","90"
"102","19","Weiblich","11514",NULL,NULL,"91"
"102","19","Weiblich","25178","1,2,2,0","IU1","92"
"102","19","Weiblich","29139","1,1,1,0","IU2","93"
"102","19","Weiblich","19997","0,0,2,1","IU3","94"
"102","19","Weiblich","14883",NULL,NULL,"95"
"102","19","Weiblich","10283","0,0,0,0","ARQ1_HowMany","96"
"102","19","Weiblich","10915","0,3,0,1","ARQ2_HowMany","97"
"102","19","Weiblich","8910","2,2,4,2","ARQ3_HowMany","98"
"102","19","Weiblich","6927","0,0,1,3","ARQ4_HowMany","99"
"102","19","Weiblich","8014","3,0,1,0","ARQ5_HowMany","100"
"102","19","Weiblich","4590","1,1","ARQ6_HowMany","101"
"102","19","Weiblich","14687","4","SOEP","102"
"102","19","Weiblich","12334","1","Pref1","103"
"102","19","Weiblich","9341","3","Pref2","104"
"102","19","Weiblich","4838","3","Pref3","105"
"102","19","Weiblich","8799","2","Pref4","106"
"102","19","Weiblich","4815","3","Pref5","107"
"102","19","Weiblich","4711","1","Pref5","108"
"102","19","Weiblich","4871","2","Pref5","109"
"102","19","Weiblich","8053","2","Pref5","110"
"102","19","Weiblich","6023","0","Pref5","111"
"102","19","Weiblich","4423","0","Pref5","112"
"102","19","Weiblich","13538","1","Pref10","113"
"102","19","Weiblich","32762",NULL,NULL,"114"
"102","19","Weiblich","11178","3,0,1,0","ARQ1_Recom","115"
"102","19","Weiblich","8870","2,2,2,0","ARQ2_Recom","116"
"102","19","Weiblich","8825","3,2,3,1","ARQ3_Recom","117"
"102","19","Weiblich","11534","0,0,0,1","ARQ4_Recom","118"
"102","19","Weiblich","10998","3,2,0,0","ARQ5_Recom","119"
"102","19","Weiblich","3919","0,0","ARQ6_Recom","120"
NULL,NULL,NULL,"4482",NULL,"SubNr","121"
"1","11",NULL,"2749",NULL,"age","122"
"1","11","Weiblich","2837",NULL,"sex","123"
"1","11","Weiblich","18914",NULL,NULL,"124"
"1","11","Weiblich","12657","3,4,2,3","ARQ1","125"
"1","11","Weiblich","14022","2,3,1,4","ARQ2","126"
"1","11","Weiblich","10306","3,3,2,2","ARQ3","127"
"1","11","Weiblich","10750","3,3,4,4","ARQ4","128"
"1","11","Weiblich","13486","3,4,3,3","ARQ5","129"
"1","11","Weiblich","6710","3,3","ARQ6","130"
"1","11","Weiblich","5071","1","PDS1","131"
"1","11","Weiblich","5439","2","PDS2","132"
"1","11","Weiblich","3423","0","PDS3","133"
"1","11","Weiblich","6883",NULL,NULL,"134"
"1","11","Weiblich","9336","0,0,2,1","ARQ1_HowOften","135"
"1","11","Weiblich","14062","1,0,2,0","ARQ2_HowOften","136"
"1","11","Weiblich","10662","2,0,4,1","ARQ3_HowOften","137"
"1","11","Weiblich","11366","0,1,0,2","ARQ4_HowOften","138"
"1","11","Weiblich","9446","1,0,0,1","ARQ5_HowOften","139"
"1","11","Weiblich","8159","2,0","ARQ6_HowOften","140"
"1","11","Weiblich","7639",NULL,NULL,"141"
"1","11","Weiblich","17098","3,3,1,4","IU1","142"
"1","11","Weiblich","22229","1,0,0,0","IU2","143"
"1","11","Weiblich","17734","0,1,3,4","IU3","144"
"1","11","Weiblich","12558",NULL,NULL,"145"
"1","11","Weiblich","10442","4,1,3,2","ARQ1_HowMany","146"
"1","11","Weiblich","14270","4,1,4,1","ARQ2_HowMany","147"
"1","11","Weiblich","17646","4,1,0,1","ARQ3_HowMany","148"
"1","11","Weiblich","9158","3,1,0,3","ARQ4_HowMany","149"
"1","11","Weiblich","8778","2,1,0,2","ARQ5_HowMany","150"
"1","11","Weiblich","6222","3,1","ARQ6_HowMany","151"
"1","11","Weiblich","5686","6","SOEP","152"
"1","11","Weiblich","6303","0","Pref1","153"
"1","11","Weiblich","4999","2","Pref2","154"
"1","11","Weiblich","5639","3","Pref3","155"
"1","11","Weiblich","5495","0","Pref4","156"
"1","11","Weiblich","7215","1","Pref5","157"
"1","11","Weiblich","7071","1","Pref5","158"
"1","11","Weiblich","8526","3","Pref5","159"
"1","11","Weiblich","7338","3","Pref5","160"
"1","11","Weiblich","5503","0","Pref5","161"
"1","11","Weiblich","6207","0","Pref5","162"
"1","11","Weiblich","3023","1","Pref10","163"
"1","11","Weiblich","7795",NULL,NULL,"164"
"1","11","Weiblich","18090","2,0,4,0","ARQ1_Recom","165"
"1","11","Weiblich","11974","3,0,4,0","ARQ2_Recom","166"
"1","11","Weiblich","11434","3,1,2,0","ARQ3_Recom","167"
"1","11","Weiblich","8613","2,0,0,1","ARQ4_Recom","168"
"1","11","Weiblich","8710","0,0,1,2","ARQ5_Recom","169"
"1","11","Weiblich","5782","1,1","ARQ6_Recom","170"
"99999999",NULL,NULL,"5798",NULL,"SubNr","171"
"99999999","99",NULL,"2847",NULL,"age","172"
"99999999","99","Maennlich","2164",NULL,"sex","173"
"99999999","99","Maennlich","1951",NULL,NULL,"174"
"99999999","99","Maennlich","4818","2,1,1,2","ARQ1","175"
"99999999","99","Maennlich","2672","1,2,1,1","ARQ2","176"
"99999999","99","Maennlich","1807","1,1,2,1","ARQ3","177"
"99999999","99","Maennlich","2986","2,1,2,1","ARQ4","178"
"99999999","99","Maennlich","1871","1,2,1,1","ARQ5","179"
"99999999","99","Maennlich","2628","1,1","ARQ6","180"
"99999999","99","Maennlich","1894","1","PDS1","181"
"99999999","99","Maennlich","2258","2","PDS2","182"
"99999999","99","Maennlich","2145","2","PDS3","183"
"99999999","99","Maennlich","326",NULL,NULL,"184"
"99999999","99","Maennlich","3751","3,1,2,1","ARQ1_HowOften","185"
"99999999","99","Maennlich","4459","2,1,2,2","ARQ2_HowOften","186"
"99999999","99","Maennlich","2539","1,1,2,1","ARQ3_HowOften","187"
"99999999","99","Maennlich","2610","1,1,2,1","ARQ4_HowOften","188"
"99999999","99","Maennlich","2256","1,1,2,1","ARQ5_HowOften","189"
"99999999","99","Maennlich","1835","1,1","ARQ6_HowOften","190"
"99999999","99","Maennlich","1514",NULL,NULL,"191"
"99999999","99","Maennlich","3408","2,1,1,1","IU1","192"
"99999999","99","Maennlich","8973","1,1,2,2","IU2","193"
"99999999","99","Maennlich","2482","2,2,1,1","IU3","194"
"99999999","99","Maennlich","399",NULL,NULL,"195"
"99999999","99","Maennlich","2673","1,1,1,2","ARQ1_HowMany","196"
"99999999","99","Maennlich","3355","1,1,2,2","ARQ2_HowMany","197"
"99999999","99","Maennlich","3693","1,1,2,2","ARQ3_HowMany","198"
"99999999","99","Maennlich","1876","1,1,2,1","ARQ4_HowMany","199"
"99999999","99","Maennlich","1991","1,1,2,1","ARQ5_HowMany","200"
"99999999","99","Maennlich","1965","1,1","ARQ6_HowMany","201"
"99999999","99","Maennlich","1997","1","SOEP","202"
"99999999","99","Maennlich","2747","2","Pref1","203"
"99999999","99","Maennlich","1218","1","Pref2","204"
"99999999","99","Maennlich","1093","1","Pref3","205"
"99999999","99","Maennlich","1753","1","Pref4","206"
"99999999","99","Maennlich","1580","1","Pref5","207"
"99999999","99","Maennlich","1058","1","Pref5","208"
"99999999","99","Maennlich","801","1","Pref5","209"
"99999999","99","Maennlich","1027","1","Pref5","210"
"99999999","99","Maennlich","879","1","Pref5","211"
"99999999","99","Maennlich","1145","1","Pref5","212"
"99999999","99","Maennlich","847","1","Pref10","213"
"99999999","99","Maennlich","253",NULL,NULL,"214"
"99999999","99","Maennlich","2817","2,1,2,1","ARQ1_Recom","215"
"99999999","99","Maennlich","1697","1,2,1,1","ARQ2_Recom","216"
"99999999","99","Maennlich","2670","2,1,1,2","ARQ3_Recom","217"
"99999999","99","Maennlich","2984","1,2,1,1","ARQ4_Recom","218"
"99999999","99","Maennlich","1921","1,2,1,1","ARQ5_Recom","219"
"99999999","99","Maennlich","2015","1,1","ARQ6_Recom","220"
"55",NULL,NULL,"2294",NULL,"SubNr","221"
"55","13",NULL,"2773",NULL,"age","222"
"55","13","Weiblich","1806",NULL,"sex","223"
"55","13","Weiblich","1327",NULL,NULL,"224"
"55","13","Weiblich","30854","3,4,3,4","ARQ1","225"
"55","13","Weiblich","29478","3,3,2,3","ARQ2","226"
"55","13","Weiblich","18511","2,4,3,2","ARQ3","227"
"55","13","Weiblich","13599","2,3,4,3","ARQ4","228"
"55","13","Weiblich","28031","2,2,3,3","ARQ5","229"
"55","13","Weiblich","15863","3,3","ARQ6","230"
"55","13","Weiblich","14255","2","PDS1","231"
"55","13","Weiblich","10216","1","PDS2","232"
"55","13","Weiblich","3840","1","PDS3","233"
"55","13","Weiblich","21249",NULL,NULL,"234"
"55","13","Weiblich","15019","0,0,0,0","ARQ1_HowOften","235"
"55","13","Weiblich","17271","0,0,0,0","ARQ2_HowOften","236"
"55","13","Weiblich","10895","0,0,1,2","ARQ3_HowOften","237"
"55","13","Weiblich","9559","1,0,0,2","ARQ4_HowOften","238"
"55","13","Weiblich","11575","3,0,0,0","ARQ5_HowOften","239"
"55","13","Weiblich","7967","1,0","ARQ6_HowOften","240"
"55","13","Weiblich","46440",NULL,NULL,"241"
"55","13","Weiblich","55228","3,2,1,2","IU1","242"
"55","13","Weiblich","27207","1,3,2,1","IU2","243"
"55","13","Weiblich","30087","0,3,2,2","IU3","244"
"55","13","Weiblich","26960",NULL,NULL,"245"
"55","13","Weiblich","10483","0,0,0,0","ARQ1_HowMany","246"
"55","13","Weiblich","11366","1,0,2,0","ARQ2_HowMany","247"
"55","13","Weiblich","17854","4,0,4,2","ARQ3_HowMany","248"
"55","13","Weiblich","12782","0,0,0,2","ARQ4_HowMany","249"
"55","13","Weiblich","19543","2,0,0,0","ARQ5_HowMany","250"
"55","13","Weiblich","8912","1,0","ARQ6_HowMany","251"
"55","13","Weiblich","15279","7","SOEP","252"
"55","13","Weiblich","6527","1","Pref1","253"
"55","13","Weiblich","9248","3","Pref2","254"
"55","13","Weiblich","3447","1","Pref3","255"
"55","13","Weiblich","16815","2","Pref4","256"
"55","13","Weiblich","8855","3","Pref5","257"
"55","13","Weiblich","4319","0","Pref5","258"
"55","13","Weiblich","4407","2","Pref5","259"
"55","13","Weiblich","5943","2","Pref5","260"
"55","13","Weiblich","9151","0","Pref5","261"
"55","13","Weiblich","4535","0","Pref5","262"
"55","13","Weiblich","10711","0","Pref10","263"
"55","13","Weiblich","25047",NULL,NULL,"264"
"55","13","Weiblich","23548","3,0,2,0","ARQ1_Recom","265"
"55","13","Weiblich","18423","3,2,3,0","ARQ2_Recom","266"
"55","13","Weiblich","18783","3,0,3,2","ARQ3_Recom","267"
"55","13","Weiblich","10367","1,0,0,0","ARQ4_Recom","268"
"55","13","Weiblich","15367","1,3,0,0","ARQ5_Recom","269"
"55","13","Weiblich","34247","0,0","ARQ6_Recom","270"
"56",NULL,NULL,"2828",NULL,"SubNr","271"
"56","16",NULL,"2350",NULL,"age","272"
"56","16","Maennlich","1494",NULL,"sex","273"
"56","16","Maennlich","29599",NULL,NULL,"274"
"56","16","Maennlich","29055","3,3,2,4","ARQ1","275"
"56","16","Maennlich","23767","4,2,0,4","ARQ2","276"
"56","16","Maennlich","18807","0,2,0,0","ARQ3","277"
"56","16","Maennlich","21447","1,1,3,1","ARQ4","278"
"56","16","Maennlich","14463","0,2,3,2","ARQ5","279"
"56","16","Maennlich","6047","1,1","ARQ6","280"
"56","16","Maennlich","22367","3","PDS1","281"
"56","16","Maennlich","6615","2","PDS2","282"
"56","16","Maennlich","12783","3","PDS3","283"
"56","16","Maennlich","7743",NULL,NULL,"284"
"56","16","Maennlich","9863","0,0,0,0","ARQ1_HowOften","285"
"56","16","Maennlich","9263","0,0,3,0","ARQ2_HowOften","286"
"56","16","Maennlich","13431","3,0,2,1","ARQ3_HowOften","287"
"56","16","Maennlich","12311","0,0,0,3","ARQ4_HowOften","288"
"56","16","Maennlich","14511","1,0,0,0","ARQ5_HowOften","289"
"56","16","Maennlich","8175","2,0","ARQ6_HowOften","290"
"56","16","Maennlich","5352",NULL,NULL,"291"
"56","16","Maennlich","22752","1,2,2,3","IU1","292"
"56","16","Maennlich","29863","1,0,3,2","IU2","293"
"56","16","Maennlich","24143","1,1,2,2","IU3","294"
"56","16","Maennlich","6423",NULL,NULL,"295"
"56","16","Maennlich","28088","2,2,0,0","ARQ1_HowMany","296"
"56","16","Maennlich","16854","0,3,3,2","ARQ2_HowMany","297"
"56","16","Maennlich","10543","3,3,0,0","ARQ3_HowMany","298"
"56","16","Maennlich","13030","1,0,3,4","ARQ4_HowMany","299"
"56","16","Maennlich","7791","0,0,0,0","ARQ5_HowMany","300"
"56","16","Maennlich","5511","3,0","ARQ6_HowMany","301"
"56","16","Maennlich","22151","2","SOEP","302"
"56","16","Maennlich","14823","3","Pref1","303"
"56","16","Maennlich","6015","3","Pref2","304"
"56","16","Maennlich","6183","0","Pref3","305"
"56","16","Maennlich","10280","1","Pref4","306"
"56","16","Maennlich","11392","1","Pref5","307"
"56","16","Maennlich","13335","0","Pref5","308"
"56","16","Maennlich","4191","2","Pref5","309"
"56","16","Maennlich","8158","0","Pref5","310"
"56","16","Maennlich","11471","0","Pref5","311"
"56","16","Maennlich","2671","0","Pref5","312"
"56","16","Maennlich","17527","3","Pref10","313"
"56","16","Maennlich","9727",NULL,NULL,"314"
"56","16","Maennlich","10863","1,0,2,0","ARQ1_Recom","315"
"56","16","Maennlich","12983","1,2,4,0","ARQ2_Recom","316"
"56","16","Maennlich","10822","4,1,3,1","ARQ3_Recom","317"
"56","16","Maennlich","11055","1,0,0,1","ARQ4_Recom","318"
"56","16","Maennlich","15319","2,4,0,0","ARQ5_Recom","319"
"56","16","Maennlich","5679","2,0","ARQ6_Recom","320"
"57",NULL,NULL,"3375",NULL,"SubNr","321"
"57","13",NULL,"2670",NULL,"age","322"
"57","13","Weiblich","2110",NULL,"sex","323"
"57","13","Weiblich","56507",NULL,NULL,"324"
"57","13","Weiblich","14106","1,4,2,3","ARQ1","325"
"57","13","Weiblich","13719","1,0,1,4","ARQ2","326"
"57","13","Weiblich","16735","1,3,1,0","ARQ3","327"
"57","13","Weiblich","23025","2,3,3,2","ARQ4","328"
"57","13","Weiblich","25111","1,2,3,1","ARQ5","329"
"57","13","Weiblich","7559","2,1","ARQ6","330"
"57","13","Weiblich","16455","2","PDS1","331"
"57","13","Weiblich","7874","1","PDS2","332"
"57","13","Weiblich","3647","0","PDS3","333"
"57","13","Weiblich","13392",NULL,NULL,"334"
"57","13","Weiblich","11596","1,0,0,0","ARQ1_HowOften","335"
"57","13","Weiblich","17847","0,0,4,0","ARQ2_HowOften","336"
"57","13","Weiblich","15393","3,0,3,1","ARQ3_HowOften","337"
"57","13","Weiblich","9367","0,0,0,4","ARQ4_HowOften","338"
"57","13","Weiblich","9007","1,0,0,0","ARQ5_HowOften","339"
"57","13","Weiblich","5415","2,0","ARQ6_HowOften","340"
"57","13","Weiblich","18280",NULL,NULL,"341"
"57","13","Weiblich","34798","1,2,0,1","IU1","342"
"57","13","Weiblich","30679","0,0,0,1","IU2","343"
"57","13","Weiblich","30144","0,1,2,1","IU3","344"
"57","13","Weiblich","12520",NULL,NULL,"345"
"57","13","Weiblich","12492","1,0,1,0","ARQ1_HowMany","346"
"57","13","Weiblich","11911","1,0,1,1","ARQ2_HowMany","347"
"57","13","Weiblich","9313","1,1,0,1","ARQ3_HowMany","348"
"57","13","Weiblich","9831","0,0,1,4","ARQ4_HowMany","349"
"57","13","Weiblich","10167","1,0,0,1","ARQ5_HowMany","350"
"57","13","Weiblich","6143","2,1","ARQ6_HowMany","351"
"57","13","Weiblich","30743","4","SOEP","352"
"57","13","Weiblich","8760","3","Pref1","353"
"57","13","Weiblich","12367","3","Pref2","354"
"57","13","Weiblich","5543","0","Pref3","355"
"57","13","Weiblich","8463","3","Pref4","356"
"57","13","Weiblich","6015","3","Pref5","357"
"57","13","Weiblich","7624","0","Pref5","358"
"57","13","Weiblich","5183","2","Pref5","359"
"57","13","Weiblich","5518","2","Pref5","360"
"57","13","Weiblich","7943","0","Pref5","361"
"57","13","Weiblich","6193","0","Pref5","362"
"57","13","Weiblich","13191","0","Pref10","363"
"57","13","Weiblich","33144",NULL,NULL,"364"
"57","13","Weiblich","11877","4,0,1,0","ARQ1_Recom","365"
"57","13","Weiblich","12535","2,1,3,0","ARQ2_Recom","366"
"57","13","Weiblich","16303","4,0,1,0","ARQ3_Recom","367"
"57","13","Weiblich","10767","0,0,0,2","ARQ4_Recom","368"
"57","13","Weiblich","12495","1,0,1,0","ARQ5_Recom","369"
"57","13","Weiblich","7440","0,0","ARQ6_Recom","370"
"58",NULL,NULL,"2716",NULL,"SubNr","371"
"58","17",NULL,"2862",NULL,"age","372"
"58","17","Maennlich","1478",NULL,"sex","373"
"58","17","Maennlich","33521",NULL,NULL,"374"
"58","17","Maennlich","13530","1,2,1,3","ARQ1","375"
"58","17","Maennlich","13758","0,1,0,4","ARQ2","376"
"58","17","Maennlich","9943","0,0,1,0","ARQ3","377"
"58","17","Maennlich","11655","2,3,4,1","ARQ4","378"
"58","17","Maennlich","12119","1,0,4,3","ARQ5","379"
"58","17","Maennlich","5510","1,4","ARQ6","380"
"58","17","Maennlich","13168","2","PDS1","381"
"58","17","Maennlich","10633","2","PDS2","382"
"58","17","Maennlich","14511","3","PDS3","383"
"58","17","Maennlich","15096",NULL,NULL,"384"
"58","17","Maennlich","6340","0,0,0,0","ARQ1_HowOften","385"
"58","17","Maennlich","9847","0,2,0,0","ARQ2_HowOften","386"
"58","17","Maennlich","14074","4,3,1,2","ARQ3_HowOften","387"
"58","17","Maennlich","7687","1,0,0,3","ARQ4_HowOften","388"
"58","17","Maennlich","9047","3,0,0,0","ARQ5_HowOften","389"
"58","17","Maennlich","5135","3,0","ARQ6_HowOften","390"
"58","17","Maennlich","4096",NULL,NULL,"391"
"58","17","Maennlich","22572","1,1,0,1","IU1","392"
"58","17","Maennlich","23739","1,2,3,0","IU2","393"
"58","17","Maennlich","23911","0,1,1,0","IU3","394"
"58","17","Maennlich","17656",NULL,NULL,"395"
"58","17","Maennlich","9000","1,0,1,0","ARQ1_HowMany","396"
"58","17","Maennlich","11639","0,1,2,0","ARQ2_HowMany","397"
"58","17","Maennlich","16863","2,3,1,0","ARQ3_HowMany","398"
"58","17","Maennlich","13031","1,0,0,3","ARQ4_HowMany","399"
"58","17","Maennlich","10751","2,0,0,0","ARQ5_HowMany","400"
"58","17","Maennlich","6587","2,0","ARQ6_HowMany","401"
"58","17","Maennlich","13759","7","SOEP","402"
"58","17","Maennlich","26687","0","Pref1","403"
"58","17","Maennlich","4927","1","Pref2","404"
"58","17","Maennlich","8767","3","Pref3","405"
"58","17","Maennlich","5955","2","Pref4","406"
"58","17","Maennlich","12823","1","Pref5","407"
"58","17","Maennlich","4127","2","Pref5","408"
"58","17","Maennlich","11383","3","Pref5","409"
"58","17","Maennlich","4870","1","Pref5","410"
"58","17","Maennlich","10231","1","Pref5","411"
"58","17","Maennlich","5071","0","Pref5","412"
"58","17","Maennlich","17973","0","Pref10","413"
"58","17","Maennlich","15280",NULL,NULL,"414"
"58","17","Maennlich","10812","3,1,3,0","ARQ1_Recom","415"
"58","17","Maennlich","8663","3,2,2,0","ARQ2_Recom","416"
"58","17","Maennlich","12559","3,3,2,3","ARQ3_Recom","417"
"58","17","Maennlich","11636","1,0,0,0","ARQ4_Recom","418"
"58","17","Maennlich","12703","0,3,0,0","ARQ5_Recom","419"
"58","17","Maennlich","4463","0,0","ARQ6_Recom","420"
"59",NULL,NULL,"3563",NULL,"SubNr","421"
"59","13",NULL,"3078",NULL,"age","422"
"59","13","Maennlich","1087",NULL,"sex","423"
"59","13","Maennlich","751",NULL,NULL,"424"
"59","13","Maennlich","30218","2,4,2,3","ARQ1","425"
"59","13","Maennlich","23872","3,3,2,4","ARQ2","426"
"59","13","Maennlich","24551","4,4,2,1","ARQ3","427"
"59","13","Maennlich","29255","4,1,1,2","ARQ4","428"
"59","13","Maennlich","29401","1,4,3,2","ARQ5","429"
"59","13","Maennlich","15366","3,3","ARQ6","430"
"59","13","Maennlich","46553","2","PDS1","431"
"59","13","Maennlich","5695","0","PDS2","432"
"59","13","Maennlich","8471","2","PDS3","433"
"59","13","Maennlich","36402",NULL,NULL,"434"
"59","13","Maennlich","16708","0,0,3,0","ARQ1_HowOften","435"
"59","13","Maennlich","15703","0,1,1,0","ARQ2_HowOften","436"
"59","13","Maennlich","17159","0,0,0,2","ARQ3_HowOften","437"
"59","13","Maennlich","13984","0,1,0,1","ARQ4_HowOften","438"
"59","13","Maennlich","25295","3,0,0,0","ARQ5_HowOften","439"
"59","13","Maennlich","19815","1,0","ARQ6_HowOften","440"
"59","13","Maennlich","14673",NULL,NULL,"441"
"59","13","Maennlich","48437","1,2,1,3","IU1","442"
"59","13","Maennlich","42527","2,3,1,1","IU2","443"
"59","13","Maennlich","72505","0,1,1,0","IU3","444"
"59","13","Maennlich","14112",NULL,NULL,"445"
"59","13","Maennlich","17965","0,0,2,0","ARQ1_HowMany","446"
"59","13","Maennlich","24895","0,1,2,0","ARQ2_HowMany","447"
"59","13","Maennlich","18542","0,0,0,0","ARQ3_HowMany","448"
"59","13","Maennlich","8671","0,0,0,0","ARQ4_HowMany","449"
"59","13","Maennlich","14808","2,0,0,0","ARQ5_HowMany","450"
"59","13","Maennlich","8055","0,0","ARQ6_HowMany","451"
"59","13","Maennlich","23679","4","SOEP","452"
"59","13","Maennlich","20943","3","Pref1","453"
"59","13","Maennlich","13295","3","Pref2","454"
"59","13","Maennlich","21671","0","Pref3","455"
"59","13","Maennlich","5415","1","Pref4","456"
"59","13","Maennlich","18391","0","Pref5","457"
"59","13","Maennlich","12352","3","Pref5","458"
"59","13","Maennlich","98249","1","Pref5","459"
"59","13","Maennlich","13919","2","Pref5","460"
"59","13","Maennlich","11679","1","Pref5","461"
"59","13","Maennlich","24360","0","Pref5","462"
"59","13","Maennlich","24042","1","Pref10","463"
"59","13","Maennlich","28737",NULL,NULL,"464"
"59","13","Maennlich","15540","2,0,3,0","ARQ1_Recom","465"
"59","13","Maennlich","14192","1,1,4,0","ARQ2_Recom","466"
"59","13","Maennlich","34398","1,0,3,3","ARQ3_Recom","467"
"59","13","Maennlich","17135","0,0,0,0","ARQ4_Recom","468"
"59","13","Maennlich","12146","0,1,0,0","ARQ5_Recom","469"
"59","13","Maennlich","4207","0,0","ARQ6_Recom","470"
"60",NULL,NULL,"5573",NULL,"SubNr","471"
"60","13",NULL,"1886",NULL,"age","472"
"60","13","Weiblich","1558",NULL,"sex","473"
"60","13","Weiblich","14200",NULL,NULL,"474"
"60","13","Weiblich","15963","0,3,2,1","ARQ1","475"
"60","13","Weiblich","14455","0,0,0,2","ARQ2","476"
"60","13","Weiblich","13791","0,2,0,3","ARQ3","477"
"60","13","Weiblich","13431","4,2,1,1","ARQ4","478"
"60","13","Weiblich","12703","0,1,2,1","ARQ5","479"
"60","13","Weiblich","6231","0,1","ARQ6","480"
"60","13","Weiblich","53585","2","PDS1","481"
"60","13","Weiblich","6176","2","PDS2","482"
"60","13","Weiblich","3279","0","PDS3","483"
"60","13","Weiblich","11800",NULL,NULL,"484"
"60","13","Weiblich","11525","3,0,0,1","ARQ1_HowOften","485"
"60","13","Weiblich","11375","0,4,4,0","ARQ2_HowOften","486"
"60","13","Weiblich","12183","4,1,4,0","ARQ3_HowOften","487"
"60","13","Weiblich","10031","0,0,1,2","ARQ4_HowOften","488"
"60","13","Weiblich","10183","4,0,1,0","ARQ5_HowOften","489"
"60","13","Weiblich","5751","2,1","ARQ6_HowOften","490"
